count_total,raw_skill,esco_uri,esco_label
134,редагування текстів,http://data.europa.eu/esco/skill/7c9cb75d-ca4a-47c0-a989-ec0ba65a4bf0,користуватися програмним забезпеченням для набору текстів
134,Графічний дизайн,http://data.europa.eu/esco/skill/7fb699d9-182a-430e-b7a0-6d8ed05c284b,графічний дизайн
134,Стабільність,http://data.europa.eu/esco/skill/40005305-4541-4da7-9f76-abab74f0bc51,контролювати відсутність персоналу
134,Google Analytics,http://data.europa.eu/esco/skill/1605025e-a179-421f-8f35-5b07d182a6b2,вебаналітика
134,проведення інвентаризацій,http://data.europa.eu/esco/skill/53815c73-d352-4d4d-92cb-fb7020cbd8e6,контролювати точність інвентаризації
134,розширення клієнтської бази,http://data.europa.eu/esco/skill/5bbaa0e6-0fd7-4df2-9db7-34f78b40dc34,управління маркетингом
133,Швидкий набір тексту,http://data.europa.eu/esco/skill/ca49669b-1f59-4d1a-8e77-c77014ba93dc,швидко друкувати тексти
133,коммуникабельность,http://data.europa.eu/esco/skill/15d76317-c71a-4fa2-aadc-2ecc34e627b7,спілкування
133,Водійські права кат. C,http://data.europa.eu/esco/skill/e360f126-5c8d-4398-a746-a53f9ec59b7f,структура водійських прав
132,Багатозадачність,http://data.europa.eu/esco/skill/0b144726-21c2-46ed-8d13-c03d27f61604,виконувати кілька завдань одночасно
131,самоорганізація,http://data.europa.eu/esco/skill/d9013e0e-e937-43d5-ab71-0e917ee882b8,ефективно використовувати час
130,контроль виконання завдань,http://data.europa.eu/esco/skill/b1fd9eda-3d2e-48ef-9c1d-0ba318e3c7e6,контролювати роботу
130,MySQL,http://data.europa.eu/esco/skill/4da171e5-779c-4983-a76f-91c16751e99f,MySQL
129,аналітичні навички,http://data.europa.eu/esco/skill/4707da90-9cfc-46ca-8de0-38a0b7bfb137,аналітично мислити
128,Робота з дітьми,http://data.europa.eu/esco/isced-f/0922,послуги з догляду за дітьми й молоддю
128,вміння вчитися та адаптуватися,http://data.europa.eu/esco/skill/5592ab32-4e7a-4cda-8e64-ca36d5de8a10,адаптуватися до змін ситуації
128,вміння вирішувати конфлікти,http://data.europa.eu/esco/skill/96de2e86-e287-41f2-88ab-15a2343afc6f,вирішувати конфлікти
128,Python,http://data.europa.eu/esco/skill/21d2f96d-35f7-4e3f-9745-c533d2dd6e97,комп’ютерне програмування
128,Критичне мислення,http://data.europa.eu/esco/skill/b9f16465-56a9-426b-a047-0f9f1f95ec92,підходити до проблем критично
128,ведення медичної документації,http://data.europa.eu/esco/skill/5d7890d5-d229-4b79-a5da-6819e38a52b6,ведення медичної документації
127,адаптація до нових умов,http://data.europa.eu/esco/skill/49de9958-2aa4-4eef-a89d-fe5d5bcd28c4,адаптуватися до змін
125,SEO,http://data.europa.eu/esco/skill/eda4d727-4374-49af-ace4-118c7c906835,пошукова оптимізація
125,вміння працювати з інформацією,http://data.europa.eu/esco/skill/7287dff1-7420-4d24-939a-5f4eb15b752b,працювати з джерелами інформації
125,робота з документацією,http://data.europa.eu/esco/skill/ea1bf5e5-e7f0-4d2c-a415-1c39c00512b1,документообіг
124,виконання плану продажів,http://data.europa.eu/esco/skill/f31615c9-a654-4713-b64e-872b2004d82b,мотивувати персонал на досягнення цілей продажів
123,Викладання,http://data.europa.eu/esco/skill/3012a059-e062-4171-b37e-f9e7c7eb603e,читати лекції
123,військова дисципліна,http://data.europa.eu/esco/skill/b618584f-6bdf-4d8f-89a7-f28c2c95afc2,дотримуватися правил
122,Складські роботи,http://data.europa.eu/esco/skill/089ddb19-1c7a-43ff-ba64-070f7ce4787a,складські операції
121,Adobe,http://data.europa.eu/esco/skill/14ced458-5f4b-495f-bd3d-9c240614bda0,Adobe Photoshop
119,Створення контенту,http://data.europa.eu/esco/skill/d822b4b2-26c7-4bd9-970d-229c6504f615,створювати цифровий контент
119,самостійне прийняття рішень,http://data.europa.eu/esco/skill/6dc2dfac-3e21-44dd-a71c-9a1c8fe2514c,приймати самостійні операційні рішення
118,складання звітності,http://data.europa.eu/esco/skill/24814e7a-70cd-47e5-98b2-d44b46be92d2,вести звіти про операції
118,емпатія,http://data.europa.eu/esco/skill/77b636e8-fab3-41a8-8022-1e0a354059dc,проявляти емпатію
118,комунікаційні навички,http://data.europa.eu/esco/skill/15d76317-c71a-4fa2-aadc-2ecc34e627b7,спілкування
117,вирішення конфліктних ситуацій,http://data.europa.eu/esco/skill/96de2e86-e287-41f2-88ab-15a2343afc6f,вирішувати конфлікти
117,Ефективна комунікація,http://data.europa.eu/esco/skill/6f142deb-03a9-4cd7-94ce-e0f023ae2169,спілкування
117,вміння працювати в змінному графіку,http://data.europa.eu/esco/skill/6f2721bf-40ad-4f5d-8774-a478d1d6f5a6,працювати позмінно
116,Знання технік продажу,http://data.europa.eu/esco/skill/df5e3d02-9f0f-44ee-91c2-85c62f161868,"просувати ідеї, продукти, послуги"
116,Складання фінансової звітності,http://data.europa.eu/esco/skill/60f51172-37c0-4933-a27a-cbf55dcd7580,складати фінансову звітність
115,касова дисципліна,http://data.europa.eu/esco/skill/e4b6f863-fa9f-4fe7-a984-f948f8c90d24,обробляти грошові потоки
115,CorelDRAW,http://data.europa.eu/esco/skill/a71577b2-7550-4222-88ee-dcbd2d881516,програмне забезпечення графічного редактора
114,робота з касою,http://data.europa.eu/esco/skill/0cb013af-6dd9-4fb2-b34e-63dda1a5cf82,працювати з касовим апаратом
114,GitHub,http://data.europa.eu/esco/skill/12428071-1ec8-4d52-a0ce-3eee78e1e1be,здійснювати управління документацією
114,вміння працювати в офісі,http://data.europa.eu/esco/skill/7c3865d1-e5a9-4043-a7a4-2e9e30468c0b,виконувати звичайну офісну роботу
114,навчання та розвиток,http://data.europa.eu/esco/skill/a38e54a1-0922-4e8f-92a6-4f028d7d569f,підтримувати актуальність професійних знань
113,Google Sheets,http://data.europa.eu/esco/skill/cf310cff-0d28-4dbc-9dbb-cc500a3196c2,офісне програмне забезпечення
113,Робота з базою даних,http://data.europa.eu/esco/skill/7369f779-4b71-4aab-8836-48b69c676eec,працювати з реляційною системою управління базами даних
113,креативне мислення,http://data.europa.eu/esco/skill/c624c6a3-b0ba-4a31-a296-0d433fe47e41,мислити творчо
113,Google Ads,http://data.europa.eu/esco/skill/750f86d2-18be-4015-84b1-d4a26d9b2d88,методи рекламних кампаній в інтернеті
113,аналітичний склад розуму,http://data.europa.eu/esco/skill/4707da90-9cfc-46ca-8de0-38a0b7bfb137,аналітично мислити
112,робота з постачальниками,http://data.europa.eu/esco/skill/fe1ec582-d63b-466c-9149-e7fc4fe93e22,управління постачальниками
112,виконання завдань у встановлені терміни,http://data.europa.eu/esco/skill/91abe492-18be-4cce-93c7-0dca07072363,дотримуватися термінів
112,відповідальність за виконання завдань,http://data.europa.eu/esco/skill/f90d4810-8bac-4e5e-b870-3e35a4138ff7,брати на себе відповідальність
112,вміння працювати з людьми,http://data.europa.eu/esco/skill/15d76317-c71a-4fa2-aadc-2ecc34e627b7,спілкування
111,робота з CRM-системами,http://data.europa.eu/esco/skill/a3e7ebba-5183-4df8-9203-35b9b9b8f4fa,збирати дані про клієнтів
111,Jira,http://data.europa.eu/esco/skill/6430eb0d-c6de-46b7-a7fc-3dd2e8e62a69,використовувати тікет-системи
110,володіння ПК,http://data.europa.eu/esco/skill/d15ce60f-ddab-41ce-ba56-398451b77b60,мати навички роботи на комп’ютері
110,грамотна мова,http://data.europa.eu/esco/skill/15d76317-c71a-4fa2-aadc-2ecc34e627b7,спілкування
109,прибирання приміщень,http://data.europa.eu/esco/skill/7bb01a18-4637-4535-ba18-258f48f705b8,прибирати приміщення
109,навчання,http://data.europa.eu/esco/skill/81ad8286-cc55-4a08-92a6-38474c35c893,навчальні стратегії
108,проведення співбесід,http://data.europa.eu/esco/skill/324f0243-1a21-4f5c-9f71-52eebc2596ed,техніка інтерв’ювання
108,ведення соціальних мереж,http://data.europa.eu/esco/skill/64e09849-a7db-4d6b-a932-66264420eb97,застосовувати маркетинг у соціальних мережах
108,кар'єрний ріст,http://data.europa.eu/esco/skill/468135b7-5757-48c3-9509-fde0e13ec5be,керувати особистим розвитком
108,дистанційна робота,http://data.europa.eu/esco/skill/31d35d3d-2bf2-49aa-9c20-92566ef80277,використовувати системи ІКТ
106,Прийом вхідних дзвінків,http://data.europa.eu/esco/skill/5a0bffcf-4ff6-49cf-a7db-4142e63f5f04,відповідати на вхідні телефонні дзвінки
106,розвиток професійних навичок,http://data.europa.eu/esco/skill/a8d24a95-47b3-4f88-92e7-06600bcd3612,керувати особистим професійним розвитком
106,робота з документами,http://data.europa.eu/esco/skill/ea1bf5e5-e7f0-4d2c-a415-1c39c00512b1,документообіг
105,Бюджетування,http://data.europa.eu/esco/skill/21c5790c-0930-4d74-b3b0-84caf5af12ea,керувати бюджетами
105,CRM,http://data.europa.eu/esco/skill/dc9a236c-c640-43c3-812f-269403591edb,управління відносинами з клієнтами
105,сумлінність,http://data.europa.eu/esco/skill/59ad10b1-6f71-4dd4-ad1f-a1fdf68bc2fb,проявляти професійну відповідальність
105,Ведення технічної документації,http://data.europa.eu/esco/skill/dd6f8901-b20a-48e9-94ac-b1829dc2cfec,вести виробничу документацію
104,Клієнт-Банк,http://data.europa.eu/esco/skill/a15dab55-f1da-4f85-ae3e-2b5c5b5333ca,забезпечувати високу якість обслуговування клієнтів
104,управління продажами,http://data.europa.eu/esco/skill/0bfb44c7-c412-49ed-aab4-e33d0dd3b265,керувати відділами продажів
103,планування продажів,http://data.europa.eu/esco/skill/f31615c9-a654-4713-b64e-872b2004d82b,мотивувати персонал на досягнення цілей продажів
103,кар'єрний розвиток,http://data.europa.eu/esco/skill/a8d24a95-47b3-4f88-92e7-06600bcd3612,керувати особистим професійним розвитком
103,вміння навчатися новому,http://data.europa.eu/esco/skill/9bf266a6-188b-4d17-a22f-2f266d76832b,підтримувати готовність до навчання
102,презентація продукції,http://data.europa.eu/esco/skill/fd446407-b08e-49da-b8e3-7e7c79618c3f,проводити публічні презентації
102,Урегулювання конфліктів,http://data.europa.eu/esco/skill/0ee94af1-b445-4973-9c3f-459fab250342,врегульовувати конфліктні ситуації
102,логічне мислення,http://data.europa.eu/esco/skill/4707da90-9cfc-46ca-8de0-38a0b7bfb137,аналітично мислити
102,Вантажоперевезення,http://data.europa.eu/esco/skill/932c9ed1-3197-4b13-a558-bf147313fe88,вантажні перевезення
102,адаптивність до змін,http://data.europa.eu/esco/skill/5592ab32-4e7a-4cda-8e64-ca36d5de8a10,адаптуватися до змін ситуації
102,Вантажні роботи,http://data.europa.eu/esco/skill/c80b2f08-ab07-4632-be78-68c6ec1f3b41,виконувати вантажно-розвантажувальні роботи
101,професійний ріст,http://data.europa.eu/esco/skill/a8d24a95-47b3-4f88-92e7-06600bcd3612,керувати особистим професійним розвитком
101,Організація роботи персоналу,http://data.europa.eu/esco/skill/e437eba1-3e22-41f2-8703-741e94785cba,управління персоналом
100,підтримка клієнтів,http://data.europa.eu/esco/skill/a15dab55-f1da-4f85-ae3e-2b5c5b5333ca,забезпечувати високу якість обслуговування клієнтів
100,фінансове планування,http://data.europa.eu/esco/skill/37272760-957a-4c34-b4f3-780ee285334d,"розробляти фінансові, бізнес- або маркетингові плани"
100,Email,http://data.europa.eu/esco/skill/76f22707-8d30-453f-9eb7-3376e2960311,працювати з кореспонденцією
